sound_num,height_g,height_d,height_a,height_e,position,fin_g,fin_d,fin_a,fin_e
27,16,-1,-1,-1,8,2,-1,-1,-1
27,16,-1,-1,-1,8,3,-1,-1,-1
27,16,-1,-1,-1,8,4,-1,-1,-1
27,16,-1,-1,-1,7,3,-1,-1,-1
27,16,-1,-1,-1,7,4,-1,-1,-1
27,-1,-1,2,-1,1,-1,-1,1,-1
27,-1,-1,2,-1,1,-1,-1,2,-1
27,-1,9,-1,-1,5,-1,1,-1,-1
27,-1,9,-1,-1,5,-1,2,-1,-1
27,-1,9,-1,-1,4,-1,2,-1,-1
27,-1,9,-1,-1,4,-1,3,-1,-1
27,-1,9,-1,-1,4,-1,4,-1,-1
27,-1,9,-1,-1,3,-1,3,-1,-1
27,-1,9,-1,-1,3,-1,4,-1,-1
28,19,-1,-1,-1,11,1,-1,-1,-1
28,19,-1,-1,-1,11,2,-1,-1,-1
28,19,-1,-1,-1,10,2,-1,-1,-1
28,19,-1,-1,-1,10,3,-1,-1,-1
28,19,-1,-1,-1,10,4,-1,-1,-1
28,19,-1,-1,-1,9,3,-1,-1,-1
28,19,-1,-1,-1,9,4,-1,-1,-1
28,19,-1,-1,-1,8,4,-1,-1,-1
28,-1,-1,5,-1,3,-1,-1,1,-1
28,-1,-1,5,-1,3,-1,-1,2,-1
28,-1,-1,5,-1,2,-1,-1,2,-1
28,-1,-1,5,-1,2,-1,-1,3,-1
28,-1,-1,5,-1,2,-1,-1,4,-1
28,-1,-1,5,-1,1,-1,-1,3,-1
28,-1,-1,5,-1,1,-1,-1,4,-1
28,-1,12,-1,-1,7,-1,1,-1,-1
28,-1,12,-1,-1,7,-1,2,-1,-1
28,-1,12,-1,-1,6,-1,2,-1,-1
28,-1,12,-1,-1,6,-1,3,-1,-1
28,-1,12,-1,-1,6,-1,4,-1,-1
28,-1,12,-1,-1,5,-1,3,-1,-1
28,-1,12,-1,-1,5,-1,4,-1,-1
28,-1,12,-1,-1,4,-1,4,-1,-1
29,17,-1,-1,-1,10,1,-1,-1,-1
29,17,-1,-1,-1,10,2,-1,-1,-1
29,17,-1,-1,-1,9,2,-1,-1,-1
29,17,-1,-1,-1,9,3,-1,-1,-1
29,17,-1,-1,-1,8,3,-1,-1,-1
29,17,-1,-1,-1,8,4,-1,-1,-1
29,17,-1,-1,-1,7,4,-1,-1,-1
29,-1,-1,3,-1,2,-1,-1,1,-1
29,-1,-1,3,-1,2,-1,-1,2,-1
29,-1,-1,3,-1,1,-1,-1,2,-1
29,-1,-1,3,-1,1,-1,-1,3,-1
29,-1,10,-1,-1,6,-1,1,-1,-1
29,-1,10,-1,-1,6,-1,2,-1,-1
29,-1,10,-1,-1,5,-1,2,-1,-1
29,-1,10,-1,-1,5,-1,3,-1,-1
29,-1,10,-1,-1,4,-1,3,-1,-1
29,-1,10,-1,-1,4,-1,4,-1,-1
29,-1,10,-1,-1,3,-1,4,-1,-1
30,16,-1,-1,-1,9,1,-1,-1,-1
30,16,-1,-1,-1,9,2,-1,-1,-1
30,16,-1,-1,-1,8,2,-1,-1,-1
30,16,-1,-1,-1,8,3,-1,-1,-1
30,16,-1,-1,-1,8,4,-1,-1,-1
30,16,-1,-1,-1,7,3,-1,-1,-1
30,16,-1,-1,-1,7,4,-1,-1,-1
30,-1,-1,2,-1,1,-1,-1,1,-1
30,-1,-1,2,-1,1,-1,-1,2,-1
30,-1,9,-1,-1,5,-1,1,-1,-1
30,-1,9,-1,-1,5,-1,2,-1,-1
30,-1,9,-1,-1,4,-1,2,-1,-1
30,-1,9,-1,-1,4,-1,3,-1,-1
30,-1,9,-1,-1,4,-1,4,-1,-1
30,-1,9,-1,-1,3,-1,3,-1,-1
30,-1,9,-1,-1,3,-1,4,-1,-1
31,14,-1,-1,-1,8,1,-1,-1,-1
31,14,-1,-1,-1,8,2,-1,-1,-1
31,14,-1,-1,-1,7,2,-1,-1,-1
31,14,-1,-1,-1,7,3,-1,-1,-1
31,14,-1,-1,-1,7,4,-1,-1,-1
31,14,-1,-1,-1,6,3,-1,-1,-1
31,14,-1,-1,-1,6,4,-1,-1,-1
31,14,-1,-1,-1,5,4,-1,-1,-1
31,-1,7,-1,-1,4,-1,1,-1,-1
31,-1,7,-1,-1,4,-1,2,-1,-1
31,-1,7,-1,-1,3,-1,2,-1,-1
31,-1,7,-1,-1,3,-1,3,-1,-1
31,-1,7,-1,-1,3,-1,4,-1,-1
31,-1,7,-1,-1,2,-1,3,-1,-1
31,-1,7,-1,-1,2,-1,4,-1,-1
31,-1,7,-1,-1,1,-1,4,-1,-1
32,13,-1,-1,-1,8,1,-1,-1,-1
32,13,-1,-1,-1,7,2,-1,-1,-1
32,13,-1,-1,-1,7,3,-1,-1,-1
32,13,-1,-1,-1,6,3,-1,-1,-1
32,13,-1,-1,-1,6,4,-1,-1,-1
32,13,-1,-1,-1,5,3,-1,-1,-1
32,13,-1,-1,-1,5,4,-1,-1,-1
32,-1,6,-1,-1,4,-1,1,-1,-1
32,-1,6,-1,-1,3,-1,2,-1,-1
32,-1,6,-1,-1,3,-1,3,-1,-1
32,-1,6,-1,-1,2,-1,3,-1,-1
32,-1,6,-1,-1,2,-1,4,-1,-1
32,-1,6,-1,-1,1,-1,3,-1,-1
32,-1,6,-1,-1,1,-1,4,-1,-1
33,16,-1,-1,-1,9,1,-1,-1,-1
33,16,-1,-1,-1,9,2,-1,-1,-1
33,16,-1,-1,-1,8,2,-1,-1,-1
33,16,-1,-1,-1,8,3,-1,-1,-1
33,16,-1,-1,-1,8,4,-1,-1,-1
33,16,-1,-1,-1,7,3,-1,-1,-1
33,16,-1,-1,-1,7,4,-1,-1,-1
33,-1,-1,2,-1,1,-1,-1,1,-1
33,-1,-1,2,-1,1,-1,-1,2,-1
33,-1,9,-1,-1,5,-1,1,-1,-1
33,-1,9,-1,-1,5,-1,2,-1,-1
33,-1,9,-1,-1,4,-1,2,-1,-1
33,-1,9,-1,-1,4,-1,3,-1,-1
33,-1,9,-1,-1,4,-1,4,-1,-1
33,-1,9,-1,-1,3,-1,3,-1,-1
33,-1,9,-1,-1,3,-1,4,-1,-1
34,21,-1,-1,-1,12,1,-1,-1,-1
34,21,-1,-1,-1,12,2,-1,-1,-1
34,21,-1,-1,-1,11,2,-1,-1,-1
34,21,-1,-1,-1,11,3,-1,-1,-1
34,21,-1,-1,-1,11,4,-1,-1,-1
34,21,-1,-1,-1,10,3,-1,-1,-1
34,21,-1,-1,-1,10,4,-1,-1,-1
34,21,-1,-1,-1,9,4,-1,-1,-1
34,-1,14,-1,-1,8,-1,1,-1,-1
34,-1,14,-1,-1,8,-1,2,-1,-1
34,-1,14,-1,-1,7,-1,2,-1,-1
34,-1,14,-1,-1,7,-1,3,-1,-1
34,-1,14,-1,-1,7,-1,4,-1,-1
34,-1,14,-1,-1,6,-1,3,-1,-1
34,-1,14,-1,-1,6,-1,4,-1,-1
34,-1,14,-1,-1,5,-1,4,-1,-1
34,-1,-1,7,-1,4,-1,-1,1,-1
34,-1,-1,7,-1,4,-1,-1,2,-1
34,-1,-1,7,-1,3,-1,-1,2,-1
34,-1,-1,7,-1,3,-1,-1,3,-1
34,-1,-1,7,-1,3,-1,-1,4,-1
34,-1,-1,7,-1,2,-1,-1,3,-1
34,-1,-1,7,-1,2,-1,-1,4,-1
34,-1,-1,7,-1,1,-1,-1,4,-1
35,19,-1,-1,-1,11,1,-1,-1,-1
35,19,-1,-1,-1,11,2,-1,-1,-1
35,19,-1,-1,-1,10,2,-1,-1,-1
35,19,-1,-1,-1,10,3,-1,-1,-1
35,19,-1,-1,-1,10,4,-1,-1,-1
35,19,-1,-1,-1,9,3,-1,-1,-1
35,19,-1,-1,-1,9,4,-1,-1,-1
35,19,-1,-1,-1,8,4,-1,-1,-1
35,-1,-1,5,-1,3,-1,-1,1,-1
35,-1,-1,5,-1,3,-1,-1,2,-1
35,-1,-1,5,-1,2,-1,-1,2,-1
35,-1,-1,5,-1,2,-1,-1,3,-1
35,-1,-1,5,-1,2,-1,-1,4,-1
35,-1,-1,5,-1,1,-1,-1,3,-1
35,-1,-1,5,-1,1,-1,-1,4,-1
35,-1,12,-1,-1,7,-1,1,-1,-1
35,-1,12,-1,-1,7,-1,2,-1,-1
35,-1,12,-1,-1,6,-1,2,-1,-1
35,-1,12,-1,-1,6,-1,3,-1,-1
35,-1,12,-1,-1,6,-1,4,-1,-1
35,-1,12,-1,-1,5,-1,3,-1,-1
35,-1,12,-1,-1,5,-1,4,-1,-1
35,-1,12,-1,-1,4,-1,4,-1,-1
36,19,-1,-1,-1,11,1,-1,-1,-1
36,19,-1,-1,-1,11,2,-1,-1,-1
36,19,-1,-1,-1,10,2,-1,-1,-1
36,19,-1,-1,-1,10,3,-1,-1,-1
36,19,-1,-1,-1,10,4,-1,-1,-1
36,19,-1,-1,-1,9,3,-1,-1,-1
36,19,-1,-1,-1,9,4,-1,-1,-1
36,19,-1,-1,-1,8,4,-1,-1,-1
36,-1,-1,5,-1,3,-1,-1,1,-1
36,-1,-1,5,-1,3,-1,-1,2,-1
36,-1,-1,5,-1,2,-1,-1,2,-1
36,-1,-1,5,-1,2,-1,-1,3,-1
36,-1,-1,5,-1,2,-1,-1,4,-1
36,-1,-1,5,-1,1,-1,-1,3,-1
36,-1,-1,5,-1,1,-1,-1,4,-1
36,-1,12,-1,-1,7,-1,1,-1,-1
36,-1,12,-1,-1,7,-1,2,-1,-1
36,-1,12,-1,-1,6,-1,2,-1,-1
36,-1,12,-1,-1,6,-1,3,-1,-1
36,-1,12,-1,-1,6,-1,4,-1,-1
36,-1,12,-1,-1,5,-1,3,-1,-1
36,-1,12,-1,-1,5,-1,4,-1,-1
36,-1,12,-1,-1,4,-1,4,-1,-1
37,17,-1,-1,-1,10,1,-1,-1,-1
37,17,-1,-1,-1,10,2,-1,-1,-1
37,17,-1,-1,-1,9,2,-1,-1,-1
37,17,-1,-1,-1,9,3,-1,-1,-1
37,17,-1,-1,-1,8,3,-1,-1,-1
37,17,-1,-1,-1,8,4,-1,-1,-1
37,17,-1,-1,-1,7,4,-1,-1,-1
37,-1,-1,3,-1,2,-1,-1,1,-1
37,-1,-1,3,-1,2,-1,-1,2,-1
37,-1,-1,3,-1,1,-1,-1,2,-1
37,-1,-1,3,-1,1,-1,-1,3,-1
37,-1,10,-1,-1,6,-1,1,-1,-1
37,-1,10,-1,-1,6,-1,2,-1,-1
37,-1,10,-1,-1,5,-1,2,-1,-1
37,-1,10,-1,-1,5,-1,3,-1,-1
37,-1,10,-1,-1,4,-1,3,-1,-1
37,-1,10,-1,-1,4,-1,4,-1,-1
37,-1,10,-1,-1,3,-1,4,-1,-1
38,16,-1,-1,-1,9,1,-1,-1,-1
38,16,-1,-1,-1,9,2,-1,-1,-1
38,16,-1,-1,-1,8,2,-1,-1,-1
38,16,-1,-1,-1,8,3,-1,-1,-1
38,16,-1,-1,-1,8,4,-1,-1,-1
38,16,-1,-1,-1,7,3,-1,-1,-1
38,16,-1,-1,-1,7,4,-1,-1,-1
38,-1,-1,2,-1,1,-1,-1,1,-1
38,-1,-1,2,-1,1,-1,-1,2,-1
38,-1,9,-1,-1,5,-1,1,-1,-1
38,-1,9,-1,-1,5,-1,2,-1,-1
38,-1,9,-1,-1,4,-1,2,-1,-1
38,-1,9,-1,-1,4,-1,3,-1,-1
38,-1,9,-1,-1,4,-1,4,-1,-1
38,-1,9,-1,-1,3,-1,3,-1,-1
38,-1,9,-1,-1,3,-1,4,-1,-1
39,14,-1,-1,-1,8,1,-1,-1,-1
39,14,-1,-1,-1,8,2,-1,-1,-1
39,14,-1,-1,-1,7,2,-1,-1,-1
39,14,-1,-1,-1,7,3,-1,-1,-1
39,14,-1,-1,-1,7,4,-1,-1,-1
39,14,-1,-1,-1,6,3,-1,-1,-1
39,14,-1,-1,-1,6,4,-1,-1,-1
39,14,-1,-1,-1,5,4,-1,-1,-1
39,-1,7,-1,-1,4,-1,1,-1,-1
39,-1,7,-1,-1,4,-1,2,-1,-1
39,-1,7,-1,-1,3,-1,2,-1,-1
39,-1,7,-1,-1,3,-1,3,-1,-1
39,-1,7,-1,-1,3,-1,4,-1,-1
39,-1,7,-1,-1,2,-1,3,-1,-1
39,-1,7,-1,-1,2,-1,4,-1,-1
39,-1,7,-1,-1,1,-1,4,-1,-1
40,13,-1,-1,-1,8,1,-1,-1,-1
40,13,-1,-1,-1,7,2,-1,-1,-1
40,13,-1,-1,-1,7,3,-1,-1,-1
40,13,-1,-1,-1,6,3,-1,-1,-1
40,13,-1,-1,-1,6,4,-1,-1,-1
40,13,-1,-1,-1,5,3,-1,-1,-1
40,13,-1,-1,-1,5,4,-1,-1,-1
40,-1,6,-1,-1,4,-1,1,-1,-1
40,-1,6,-1,-1,3,-1,2,-1,-1
40,-1,6,-1,-1,3,-1,3,-1,-1
40,-1,6,-1,-1,2,-1,3,-1,-1
40,-1,6,-1,-1,2,-1,4,-1,-1
40,-1,6,-1,-1,1,-1,3,-1,-1
40,-1,6,-1,-1,1,-1,4,-1,-1
41,14,-1,-1,-1,8,1,-1,-1,-1
41,14,-1,-1,-1,8,2,-1,-1,-1
41,14,-1,-1,-1,7,2,-1,-1,-1
41,14,-1,-1,-1,7,3,-1,-1,-1
41,14,-1,-1,-1,7,4,-1,-1,-1
41,14,-1,-1,-1,6,3,-1,-1,-1
41,14,-1,-1,-1,6,4,-1,-1,-1
41,14,-1,-1,-1,5,4,-1,-1,-1
41,-1,7,-1,-1,4,-1,1,-1,-1
41,-1,7,-1,-1,4,-1,2,-1,-1
41,-1,7,-1,-1,3,-1,2,-1,-1
41,-1,7,-1,-1,3,-1,3,-1,-1
41,-1,7,-1,-1,3,-1,4,-1,-1
41,-1,7,-1,-1,2,-1,3,-1,-1
41,-1,7,-1,-1,2,-1,4,-1,-1
41,-1,7,-1,-1,1,-1,4,-1,-1
42,-1,19,-1,-1,11,-1,1,-1,-1
42,-1,19,-1,-1,11,-1,2,-1,-1
42,-1,19,-1,-1,10,-1,2,-1,-1
42,-1,19,-1,-1,10,-1,3,-1,-1
42,-1,19,-1,-1,10,-1,4,-1,-1
42,-1,19,-1,-1,9,-1,3,-1,-1
42,-1,19,-1,-1,9,-1,4,-1,-1
42,-1,19,-1,-1,8,-1,4,-1,-1
42,-1,-1,-1,5,3,-1,-1,-1,1
42,-1,-1,-1,5,3,-1,-1,-1,2
42,-1,-1,-1,5,2,-1,-1,-1,2
42,-1,-1,-1,5,2,-1,-1,-1,3
42,-1,-1,-1,5,2,-1,-1,-1,4
42,-1,-1,-1,5,1,-1,-1,-1,3
42,-1,-1,-1,5,1,-1,-1,-1,4
42,-1,-1,12,-1,7,-1,-1,1,-1
42,-1,-1,12,-1,7,-1,-1,2,-1
42,-1,-1,12,-1,6,-1,-1,2,-1
42,-1,-1,12,-1,6,-1,-1,3,-1
42,-1,-1,12,-1,6,-1,-1,4,-1
42,-1,-1,12,-1,5,-1,-1,3,-1
42,-1,-1,12,-1,5,-1,-1,4,-1
42,-1,-1,12,-1,4,-1,-1,4,-1
43,-1,19,-1,-1,11,-1,1,-1,-1
43,-1,19,-1,-1,11,-1,2,-1,-1
43,-1,19,-1,-1,10,-1,2,-1,-1
43,-1,19,-1,-1,10,-1,3,-1,-1
43,-1,19,-1,-1,10,-1,4,-1,-1
43,-1,19,-1,-1,9,-1,3,-1,-1
43,-1,19,-1,-1,9,-1,4,-1,-1
43,-1,19,-1,-1,8,-1,4,-1,-1
43,-1,-1,-1,5,3,-1,-1,-1,1
43,-1,-1,-1,5,3,-1,-1,-1,2
43,-1,-1,-1,5,2,-1,-1,-1,2
43,-1,-1,-1,5,2,-1,-1,-1,3
43,-1,-1,-1,5,2,-1,-1,-1,4
43,-1,-1,-1,5,1,-1,-1,-1,3
43,-1,-1,-1,5,1,-1,-1,-1,4
43,-1,-1,12,-1,7,-1,-1,1,-1
43,-1,-1,12,-1,7,-1,-1,2,-1
43,-1,-1,12,-1,6,-1,-1,2,-1
43,-1,-1,12,-1,6,-1,-1,3,-1
43,-1,-1,12,-1,6,-1,-1,4,-1
43,-1,-1,12,-1,5,-1,-1,3,-1
43,-1,-1,12,-1,5,-1,-1,4,-1
43,-1,-1,12,-1,4,-1,-1,4,-1
44,-1,18,-1,-1,11,-1,1,-1,-1
44,-1,18,-1,-1,10,-1,2,-1,-1
44,-1,18,-1,-1,10,-1,3,-1,-1
44,-1,18,-1,-1,9,-1,3,-1,-1
44,-1,18,-1,-1,9,-1,4,-1,-1
44,-1,18,-1,-1,8,-1,3,-1,-1
44,-1,18,-1,-1,8,-1,4,-1,-1
44,-1,-1,-1,4,3,-1,-1,-1,1
44,-1,-1,-1,4,2,-1,-1,-1,2
44,-1,-1,-1,4,2,-1,-1,-1,3
44,-1,-1,-1,4,1,-1,-1,-1,2
44,-1,-1,-1,4,1,-1,-1,-1,3
44,-1,-1,-1,4,1,-1,-1,-1,4
44,-1,-1,11,-1,7,-1,-1,1,-1
44,-1,-1,11,-1,6,-1,-1,2,-1
44,-1,-1,11,-1,6,-1,-1,3,-1
44,-1,-1,11,-1,5,-1,-1,3,-1
44,-1,-1,11,-1,5,-1,-1,4,-1
44,-1,-1,11,-1,4,-1,-1,3,-1
44,-1,-1,11,-1,4,-1,-1,4,-1
45,-1,19,-1,-1,11,-1,1,-1,-1
45,-1,19,-1,-1,11,-1,2,-1,-1
45,-1,19,-1,-1,10,-1,2,-1,-1
45,-1,19,-1,-1,10,-1,3,-1,-1
45,-1,19,-1,-1,10,-1,4,-1,-1
45,-1,19,-1,-1,9,-1,3,-1,-1
45,-1,19,-1,-1,9,-1,4,-1,-1
45,-1,19,-1,-1,8,-1,4,-1,-1
45,-1,-1,-1,5,3,-1,-1,-1,1
45,-1,-1,-1,5,3,-1,-1,-1,2
45,-1,-1,-1,5,2,-1,-1,-1,2
45,-1,-1,-1,5,2,-1,-1,-1,3
45,-1,-1,-1,5,2,-1,-1,-1,4
45,-1,-1,-1,5,1,-1,-1,-1,3
45,-1,-1,-1,5,1,-1,-1,-1,4
45,-1,-1,12,-1,7,-1,-1,1,-1
45,-1,-1,12,-1,7,-1,-1,2,-1
45,-1,-1,12,-1,6,-1,-1,2,-1
45,-1,-1,12,-1,6,-1,-1,3,-1
45,-1,-1,12,-1,6,-1,-1,4,-1
45,-1,-1,12,-1,5,-1,-1,3,-1
45,-1,-1,12,-1,5,-1,-1,4,-1
45,-1,-1,12,-1,4,-1,-1,4,-1
46,-1,-1,-1,8,5,-1,-1,-1,1
46,-1,-1,-1,8,5,-1,-1,-1,2
46,-1,-1,-1,8,4,-1,-1,-1,2
46,-1,-1,-1,8,4,-1,-1,-1,3
46,-1,-1,-1,8,3,-1,-1,-1,3
46,-1,-1,-1,8,3,-1,-1,-1,4
46,-1,-1,-1,8,2,-1,-1,-1,4
46,-1,-1,15,-1,9,-1,-1,1,-1
46,-1,-1,15,-1,9,-1,-1,2,-1
46,-1,-1,15,-1,8,-1,-1,2,-1
46,-1,-1,15,-1,8,-1,-1,3,-1
46,-1,-1,15,-1,7,-1,-1,3,-1
46,-1,-1,15,-1,7,-1,-1,4,-1
46,-1,-1,15,-1,6,-1,-1,4,-1
47,-1,-1,-1,2,1,-1,-1,-1,1
47,-1,-1,-1,2,1,-1,-1,-1,2
47,-1,16,-1,-1,10,-1,1,-1,-1
47,-1,16,-1,-1,9,-1,2,-1,-1
47,-1,16,-1,-1,9,-1,3,-1,-1
47,-1,16,-1,-1,8,-1,2,-1,-1
47,-1,16,-1,-1,8,-1,3,-1,-1
47,-1,16,-1,-1,8,-1,4,-1,-1
47,-1,16,-1,-1,7,-1,3,-1,-1
47,-1,16,-1,-1,7,-1,4,-1,-1
47,-1,-1,9,-1,6,-1,-1,1,-1
47,-1,-1,9,-1,5,-1,-1,2,-1
47,-1,-1,9,-1,5,-1,-1,3,-1
47,-1,-1,9,-1,4,-1,-1,2,-1
47,-1,-1,9,-1,4,-1,-1,3,-1
47,-1,-1,9,-1,4,-1,-1,4,-1
47,-1,-1,9,-1,3,-1,-1,3,-1
47,-1,-1,9,-1,3,-1,-1,4,-1
48,-1,19,-1,-1,11,-1,1,-1,-1
48,-1,19,-1,-1,11,-1,2,-1,-1
48,-1,19,-1,-1,10,-1,2,-1,-1
48,-1,19,-1,-1,10,-1,3,-1,-1
48,-1,19,-1,-1,10,-1,4,-1,-1
48,-1,19,-1,-1,9,-1,3,-1,-1
48,-1,19,-1,-1,9,-1,4,-1,-1
48,-1,19,-1,-1,8,-1,4,-1,-1
48,-1,-1,-1,5,3,-1,-1,-1,1
48,-1,-1,-1,5,3,-1,-1,-1,2
48,-1,-1,-1,5,2,-1,-1,-1,2
48,-1,-1,-1,5,2,-1,-1,-1,3
48,-1,-1,-1,5,2,-1,-1,-1,4
48,-1,-1,-1,5,1,-1,-1,-1,3
48,-1,-1,-1,5,1,-1,-1,-1,4
48,-1,-1,12,-1,7,-1,-1,1,-1
48,-1,-1,12,-1,7,-1,-1,2,-1
48,-1,-1,12,-1,6,-1,-1,2,-1
48,-1,-1,12,-1,6,-1,-1,3,-1
48,-1,-1,12,-1,6,-1,-1,4,-1
48,-1,-1,12,-1,5,-1,-1,3,-1
48,-1,-1,12,-1,5,-1,-1,4,-1
48,-1,-1,12,-1,4,-1,-1,4,-1
49,19,-1,-1,-1,11,1,-1,-1,-1
49,19,-1,-1,-1,11,2,-1,-1,-1
49,19,-1,-1,-1,10,2,-1,-1,-1
49,19,-1,-1,-1,10,3,-1,-1,-1
49,19,-1,-1,-1,10,4,-1,-1,-1
49,19,-1,-1,-1,9,3,-1,-1,-1
49,19,-1,-1,-1,9,4,-1,-1,-1
49,19,-1,-1,-1,8,4,-1,-1,-1
49,-1,-1,5,-1,3,-1,-1,1,-1
49,-1,-1,5,-1,3,-1,-1,2,-1
49,-1,-1,5,-1,2,-1,-1,2,-1
49,-1,-1,5,-1,2,-1,-1,3,-1
49,-1,-1,5,-1,2,-1,-1,4,-1
49,-1,-1,5,-1,1,-1,-1,3,-1
49,-1,-1,5,-1,1,-1,-1,4,-1
49,-1,12,-1,-1,7,-1,1,-1,-1
49,-1,12,-1,-1,7,-1,2,-1,-1
49,-1,12,-1,-1,6,-1,2,-1,-1
49,-1,12,-1,-1,6,-1,3,-1,-1
49,-1,12,-1,-1,6,-1,4,-1,-1
49,-1,12,-1,-1,5,-1,3,-1,-1
49,-1,12,-1,-1,5,-1,4,-1,-1
49,-1,12,-1,-1,4,-1,4,-1,-1
50,21,-1,-1,-1,12,1,-1,-1,-1
50,21,-1,-1,-1,12,2,-1,-1,-1
50,21,-1,-1,-1,11,2,-1,-1,-1
50,21,-1,-1,-1,11,3,-1,-1,-1
50,21,-1,-1,-1,11,4,-1,-1,-1
50,21,-1,-1,-1,10,3,-1,-1,-1
50,21,-1,-1,-1,10,4,-1,-1,-1
50,21,-1,-1,-1,9,4,-1,-1,-1
50,-1,14,-1,-1,8,-1,1,-1,-1
50,-1,14,-1,-1,8,-1,2,-1,-1
50,-1,14,-1,-1,7,-1,2,-1,-1
50,-1,14,-1,-1,7,-1,3,-1,-1
50,-1,14,-1,-1,7,-1,4,-1,-1
50,-1,14,-1,-1,6,-1,3,-1,-1
50,-1,14,-1,-1,6,-1,4,-1,-1
50,-1,14,-1,-1,5,-1,4,-1,-1
50,-1,-1,7,-1,4,-1,-1,1,-1
50,-1,-1,7,-1,4,-1,-1,2,-1
50,-1,-1,7,-1,3,-1,-1,2,-1
50,-1,-1,7,-1,3,-1,-1,3,-1
50,-1,-1,7,-1,3,-1,-1,4,-1
50,-1,-1,7,-1,2,-1,-1,3,-1
50,-1,-1,7,-1,2,-1,-1,4,-1
50,-1,-1,7,-1,1,-1,-1,4,-1
51,-1,-1,-1,2,1,-1,-1,-1,1
51,-1,-1,-1,2,1,-1,-1,-1,2
51,-1,16,-1,-1,10,-1,1,-1,-1
51,-1,16,-1,-1,9,-1,2,-1,-1
51,-1,16,-1,-1,9,-1,3,-1,-1
51,-1,16,-1,-1,8,-1,2,-1,-1
51,-1,16,-1,-1,8,-1,3,-1,-1
51,-1,16,-1,-1,8,-1,4,-1,-1
51,-1,16,-1,-1,7,-1,3,-1,-1
51,-1,16,-1,-1,7,-1,4,-1,-1
51,-1,-1,9,-1,6,-1,-1,1,-1
51,-1,-1,9,-1,5,-1,-1,2,-1
51,-1,-1,9,-1,5,-1,-1,3,-1
51,-1,-1,9,-1,4,-1,-1,2,-1
51,-1,-1,9,-1,4,-1,-1,3,-1
51,-1,-1,9,-1,4,-1,-1,4,-1
51,-1,-1,9,-1,3,-1,-1,3,-1
51,-1,-1,9,-1,3,-1,-1,4,-1
52,-1,-1,-1,3,2,-1,-1,-1,1
52,-1,-1,-1,3,2,-1,-1,-1,2
52,-1,-1,-1,3,1,-1,-1,-1,2
52,-1,-1,-1,3,1,-1,-1,-1,3
52,-1,17,-1,-1,10,-1,1,-1,-1
52,-1,17,-1,-1,10,-1,2,-1,-1
52,-1,17,-1,-1,9,-1,2,-1,-1
52,-1,17,-1,-1,9,-1,3,-1,-1
52,-1,17,-1,-1,9,-1,4,-1,-1
52,-1,17,-1,-1,8,-1,3,-1,-1
52,-1,17,-1,-1,8,-1,4,-1,-1
52,-1,17,-1,-1,7,-1,4,-1,-1
52,-1,-1,10,-1,6,-1,-1,1,-1
52,-1,-1,10,-1,6,-1,-1,2,-1
52,-1,-1,10,-1,5,-1,-1,2,-1
52,-1,-1,10,-1,5,-1,-1,3,-1
52,-1,-1,10,-1,5,-1,-1,4,-1
52,-1,-1,10,-1,4,-1,-1,3,-1
52,-1,-1,10,-1,4,-1,-1,4,-1
52,-1,-1,10,-1,3,-1,-1,4,-1
53,-1,18,-1,-1,11,-1,1,-1,-1
53,-1,18,-1,-1,10,-1,2,-1,-1
53,-1,18,-1,-1,10,-1,3,-1,-1
53,-1,18,-1,-1,9,-1,3,-1,-1
53,-1,18,-1,-1,9,-1,4,-1,-1
53,-1,18,-1,-1,8,-1,3,-1,-1
53,-1,18,-1,-1,8,-1,4,-1,-1
53,-1,-1,-1,4,3,-1,-1,-1,1
53,-1,-1,-1,4,2,-1,-1,-1,2
53,-1,-1,-1,4,2,-1,-1,-1,3
53,-1,-1,-1,4,1,-1,-1,-1,2
53,-1,-1,-1,4,1,-1,-1,-1,3
53,-1,-1,-1,4,1,-1,-1,-1,4
53,-1,-1,11,-1,7,-1,-1,1,-1
53,-1,-1,11,-1,6,-1,-1,2,-1
53,-1,-1,11,-1,6,-1,-1,3,-1
53,-1,-1,11,-1,5,-1,-1,3,-1
53,-1,-1,11,-1,5,-1,-1,4,-1
53,-1,-1,11,-1,4,-1,-1,3,-1
53,-1,-1,11,-1,4,-1,-1,4,-1
54,-1,19,-1,-1,11,-1,1,-1,-1
54,-1,19,-1,-1,11,-1,2,-1,-1
54,-1,19,-1,-1,10,-1,2,-1,-1
54,-1,19,-1,-1,10,-1,3,-1,-1
54,-1,19,-1,-1,10,-1,4,-1,-1
54,-1,19,-1,-1,9,-1,3,-1,-1
54,-1,19,-1,-1,9,-1,4,-1,-1
54,-1,19,-1,-1,8,-1,4,-1,-1
54,-1,-1,-1,5,3,-1,-1,-1,1
54,-1,-1,-1,5,3,-1,-1,-1,2
54,-1,-1,-1,5,2,-1,-1,-1,2
54,-1,-1,-1,5,2,-1,-1,-1,3
54,-1,-1,-1,5,2,-1,-1,-1,4
54,-1,-1,-1,5,1,-1,-1,-1,3
54,-1,-1,-1,5,1,-1,-1,-1,4
54,-1,-1,12,-1,7,-1,-1,1,-1
54,-1,-1,12,-1,7,-1,-1,2,-1
54,-1,-1,12,-1,6,-1,-1,2,-1
54,-1,-1,12,-1,6,-1,-1,3,-1
54,-1,-1,12,-1,6,-1,-1,4,-1
