sound_num,height_g,height_d,height_a,height_e,position,fin_g,fin_d,fin_a,fin_e
0,19,-1,-1,-1,11,1,-1,-1,-1
0,19,-1,-1,-1,11,2,-1,-1,-1
0,19,-1,-1,-1,10,2,-1,-1,-1
0,19,-1,-1,-1,10,3,-1,-1,-1
0,19,-1,-1,-1,10,4,-1,-1,-1
0,19,-1,-1,-1,9,3,-1,-1,-1
0,19,-1,-1,-1,9,4,-1,-1,-1
0,19,-1,-1,-1,8,4,-1,-1,-1
0,-1,-1,5,-1,3,-1,-1,1,-1
0,-1,-1,5,-1,3,-1,-1,2,-1
0,-1,-1,5,-1,2,-1,-1,2,-1
0,-1,-1,5,-1,2,-1,-1,3,-1
0,-1,-1,5,-1,2,-1,-1,4,-1
0,-1,-1,5,-1,1,-1,-1,3,-1
0,-1,-1,5,-1,1,-1,-1,4,-1
0,-1,12,-1,-1,7,-1,1,-1,-1
0,-1,12,-1,-1,7,-1,2,-1,-1
0,-1,12,-1,-1,6,-1,2,-1,-1
0,-1,12,-1,-1,6,-1,3,-1,-1
0,-1,12,-1,-1,6,-1,4,-1,-1
0,-1,12,-1,-1,5,-1,3,-1,-1
0,-1,12,-1,-1,5,-1,4,-1,-1
0,-1,12,-1,-1,4,-1,4,-1,-1
1,19,-1,-1,-1,11,1,-1,-1,-1
1,19,-1,-1,-1,11,2,-1,-1,-1
1,19,-1,-1,-1,10,2,-1,-1,-1
1,19,-1,-1,-1,10,3,-1,-1,-1
1,19,-1,-1,-1,10,4,-1,-1,-1
1,19,-1,-1,-1,9,3,-1,-1,-1
1,19,-1,-1,-1,9,4,-1,-1,-1
1,19,-1,-1,-1,8,4,-1,-1,-1
1,-1,-1,5,-1,3,-1,-1,1,-1
1,-1,-1,5,-1,3,-1,-1,2,-1
1,-1,-1,5,-1,2,-1,-1,2,-1
1,-1,-1,5,-1,2,-1,-1,3,-1
1,-1,-1,5,-1,2,-1,-1,4,-1
1,-1,-1,5,-1,1,-1,-1,3,-1
1,-1,-1,5,-1,1,-1,-1,4,-1
1,-1,12,-1,-1,7,-1,1,-1,-1
1,-1,12,-1,-1,7,-1,2,-1,-1
1,-1,12,-1,-1,6,-1,2,-1,-1
1,-1,12,-1,-1,6,-1,3,-1,-1
1,-1,12,-1,-1,6,-1,4,-1,-1
1,-1,12,-1,-1,5,-1,3,-1,-1
1,-1,12,-1,-1,5,-1,4,-1,-1
1,-1,12,-1,-1,4,-1,4,-1,-1
2,20,-1,-1,-1,12,1,-1,-1,-1
2,20,-1,-1,-1,11,2,-1,-1,-1
2,20,-1,-1,-1,11,3,-1,-1,-1
2,20,-1,-1,-1,10,3,-1,-1,-1
2,20,-1,-1,-1,10,4,-1,-1,-1
2,20,-1,-1,-1,9,3,-1,-1,-1
2,20,-1,-1,-1,9,4,-1,-1,-1
2,-1,-1,6,-1,4,-1,-1,1,-1
2,-1,-1,6,-1,3,-1,-1,2,-1
2,-1,-1,6,-1,3,-1,-1,3,-1
2,-1,-1,6,-1,2,-1,-1,3,-1
2,-1,-1,6,-1,2,-1,-1,4,-1
2,-1,-1,6,-1,1,-1,-1,3,-1
2,-1,-1,6,-1,1,-1,-1,4,-1
2,-1,13,-1,-1,8,-1,1,-1,-1
2,-1,13,-1,-1,7,-1,2,-1,-1
2,-1,13,-1,-1,7,-1,3,-1,-1
2,-1,13,-1,-1,6,-1,3,-1,-1
2,-1,13,-1,-1,6,-1,4,-1,-1
2,-1,13,-1,-1,5,-1,3,-1,-1
2,-1,13,-1,-1,5,-1,4,-1,-1
3,20,-1,-1,-1,12,1,-1,-1,-1
3,20,-1,-1,-1,11,2,-1,-1,-1
3,20,-1,-1,-1,11,3,-1,-1,-1
3,20,-1,-1,-1,10,3,-1,-1,-1
3,20,-1,-1,-1,10,4,-1,-1,-1
3,20,-1,-1,-1,9,3,-1,-1,-1
3,20,-1,-1,-1,9,4,-1,-1,-1
3,-1,-1,6,-1,4,-1,-1,1,-1
3,-1,-1,6,-1,3,-1,-1,2,-1
3,-1,-1,6,-1,3,-1,-1,3,-1
3,-1,-1,6,-1,2,-1,-1,3,-1
3,-1,-1,6,-1,2,-1,-1,4,-1
3,-1,-1,6,-1,1,-1,-1,3,-1
3,-1,-1,6,-1,1,-1,-1,4,-1
3,-1,13,-1,-1,8,-1,1,-1,-1
3,-1,13,-1,-1,7,-1,2,-1,-1
3,-1,13,-1,-1,7,-1,3,-1,-1
3,-1,13,-1,-1,6,-1,3,-1,-1
3,-1,13,-1,-1,6,-1,4,-1,-1
3,-1,13,-1,-1,5,-1,3,-1,-1
3,-1,13,-1,-1,5,-1,4,-1,-1
4,17,-1,-1,-1,10,1,-1,-1,-1
4,17,-1,-1,-1,10,2,-1,-1,-1
4,17,-1,-1,-1,9,2,-1,-1,-1
4,17,-1,-1,-1,9,3,-1,-1,-1
4,17,-1,-1,-1,8,3,-1,-1,-1
4,17,-1,-1,-1,8,4,-1,-1,-1
4,17,-1,-1,-1,7,4,-1,-1,-1
4,-1,-1,3,-1,2,-1,-1,1,-1
4,-1,-1,3,-1,2,-1,-1,2,-1
4,-1,-1,3,-1,1,-1,-1,2,-1
